Date,Book,Away Moneyline,Home Moneyline,Away Pointspread points,Away Pointspread odds,Home Pointspread points,Home Pointspread odds,Total points,Over odds,Under odds,Implied Probability,Juice,Time to close,Moneyline,Spread,Total
Thu Oct 04 2018 15:31:35 GMT+0000 (UTC),AlfaBook,150,-170,3,100,-3,-120,45,-125,105,,,,,,
Thu Oct 04 2018 16:31:34 GMT+0000 (UTC),AlfaBook,150,-170,3,100,-3,-120,45,-125,105,,,,,,
Thu Oct 04 2018 17:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 18:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 19:32:22 GMT+0000 (UTC),AlfaBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 20:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 21:31:37 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,45.5,-120,100,,,,,,
Thu Oct 04 2018 22:32:04 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,45.5,-120,100,,,,,,
Thu Oct 04 2018 23:31:35 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,45.5,-120,100,,,,,,
Fri Oct 05 2018 00:31:35 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 01:31:35 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 02:31:35 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 03:32:02 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 04:32:29 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 05:32:07 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 06:31:51 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 07:31:36 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 08:31:36 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 09:31:36 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 10:31:35 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 11:31:48 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 12:31:57 GMT+0000 (UTC),AlfaBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 13:31:46 GMT+0000 (UTC),AlfaBook,145,-165,3,100,-3,-120,46,-110,-110,,,,,,
Fri Oct 05 2018 14:31:43 GMT+0000 (UTC),AlfaBook,145,-165,3,100,-3,-120,46,-110,-110,,,,,,
Fri Oct 05 2018 15:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 16:32:00 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 17:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 18:31:43 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 19:31:58 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 20:31:42 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 21:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 22:31:54 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Fri Oct 05 2018 23:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 00:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 01:31:37 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 02:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 03:31:38 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 04:31:35 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 05:32:22 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 06:32:00 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 07:31:45 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 08:31:41 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 09:32:01 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 10:31:38 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 11:32:05 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 12:31:35 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 13:31:37 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 14:31:37 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 15:31:43 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 16:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 17:31:38 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 18:31:44 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 19:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 20:31:35 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 21:31:36 GMT+0000 (UTC),AlfaBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 22:32:08 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,46,-113,-107,,,,,,
Sat Oct 06 2018 23:31:36 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,46,-113,-107,,,,,,
Sun Oct 07 2018 00:31:35 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 01:31:35 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 02:31:36 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 03:31:35 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 04:31:35 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 05:31:38 GMT+0000 (UTC),AlfaBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 06:31:34 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 07:32:03 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 08:32:23 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 09:31:40 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 10:31:35 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 11:31:35 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 12:32:01 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 13:31:44 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-109,-111,,,,,,
Sun Oct 07 2018 14:31:36 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,47,-109,-111,,,,,,
Sun Oct 07 2018 15:31:58 GMT+0000 (UTC),AlfaBook,150,-170,3,105,-3,-125,48,-112,-108,,,,,,
Sun Oct 07 2018 16:31:36 GMT+0000 (UTC),AlfaBook,160,-180,3.5,-108,-3.5,-112,47.5,-109,-111,,,,,,
Sun Oct 07 2018 17:31:34 GMT+0000 (UTC),AlfaBook,160,-180,3.5,-107,-3.5,-113,47.5,-110,-110,,,,,,
Sun Oct 07 2018 18:31:35 GMT+0000 (UTC),AlfaBook,160,-180,3.5,-107,-3.5,-113,47.5,-110,-110,,,,,,
Sun Oct 07 2018 19:31:34 GMT+0000 (UTC),AlfaBook,162,-182,3.5,-107,-3.5,-113,48.5,-107,-113,,,,,,
Tue Oct 02 2018 22:42:56 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 22:46:42 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 23:46:46 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 00:46:48 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 01:46:39 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 02:46:39 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 03:46:46 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 04:46:41 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 05:46:39 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 06:46:40 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 07:46:41 GMT+0000 (UTC),EchoBook,145,-165,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 08:46:44 GMT+0000 (UTC),EchoBook,145,-165,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 09:47:05 GMT+0000 (UTC),EchoBook,145,-165,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 10:46:41 GMT+0000 (UTC),EchoBook,145,-165,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 11:46:41 GMT+0000 (UTC),EchoBook,145,-165,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 12:46:49 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 13:46:47 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 14:47:19 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 15:47:37 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 16:46:45 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 17:46:46 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 18:46:45 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Wed Oct 03 2018 19:46:54 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Wed Oct 03 2018 20:31:36 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Wed Oct 03 2018 21:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Wed Oct 03 2018 22:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Wed Oct 03 2018 23:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Thu Oct 04 2018 00:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Thu Oct 04 2018 01:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,45,-115,-105,,,,,,
Thu Oct 04 2018 02:31:36 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 03:31:56 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 04:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 05:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 06:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 07:31:34 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 08:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 09:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 10:31:34 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 11:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 12:31:34 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 13:32:03 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 14:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-115,-105,,,,,,
Thu Oct 04 2018 15:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-125,105,,,,,,
Thu Oct 04 2018 16:31:34 GMT+0000 (UTC),EchoBook,150,-170,3,100,-3,-120,45,-125,105,,,,,,
Thu Oct 04 2018 17:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 18:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 19:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 20:31:38 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,45.5,-120,100,,,,,,
Thu Oct 04 2018 21:32:13 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,45.5,-120,100,,,,,,
Thu Oct 04 2018 22:31:45 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,45.5,-120,100,,,,,,
Thu Oct 04 2018 23:31:36 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,45.5,-120,100,,,,,,
Fri Oct 05 2018 00:31:36 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 01:31:35 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 02:31:35 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 03:31:35 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 04:32:22 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 05:31:34 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 06:32:00 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 07:31:35 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 08:31:35 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 09:31:36 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 10:31:56 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 11:31:57 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 12:32:12 GMT+0000 (UTC),EchoBook,148,-168,3,105,-3,-125,46,-110,-110,,,,,,
Fri Oct 05 2018 13:32:23 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,46,-110,-110,,,,,,
Fri Oct 05 2018 14:31:35 GMT+0000 (UTC),EchoBook,145,-165,3,100,-3,-120,46,-110,-110,,,,,,
Fri Oct 05 2018 15:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 16:31:56 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 17:31:40 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 18:31:38 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 19:31:55 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 20:32:08 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 21:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-110,-110,,,,,,
Fri Oct 05 2018 22:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Fri Oct 05 2018 23:31:37 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 00:31:35 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 01:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 02:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 03:31:40 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 04:31:35 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 05:31:38 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 06:32:12 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 07:31:46 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 08:31:40 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 09:32:09 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 10:31:37 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 11:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 12:31:35 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 13:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 14:31:37 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 15:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 16:31:38 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 17:31:58 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 18:31:37 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 19:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 20:31:35 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 21:31:36 GMT+0000 (UTC),EchoBook,145,-165,3,-103,-3,-117,46,-113,-107,,,,,,
Sat Oct 06 2018 22:31:43 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,46,-113,-107,,,,,,
Sat Oct 06 2018 23:31:36 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,46,-113,-107,,,,,,
Sun Oct 07 2018 00:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 01:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 02:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 03:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 04:31:36 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 05:32:06 GMT+0000 (UTC),EchoBook,150,-170,3,106,-3,-126,47,-110,-110,,,,,,
Sun Oct 07 2018 06:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 07:32:03 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 08:32:01 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 09:31:36 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 10:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 11:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 12:31:35 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 13:31:56 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-109,-111,,,,,,
Sun Oct 07 2018 14:31:36 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,47,-109,-111,,,,,,
Sun Oct 07 2018 15:32:00 GMT+0000 (UTC),EchoBook,150,-170,3,105,-3,-125,48,-112,-108,,,,,,
Sun Oct 07 2018 16:31:36 GMT+0000 (UTC),EchoBook,160,-180,3.5,-108,-3.5,-112,47.5,-109,-111,,,,,,
Sun Oct 07 2018 17:31:34 GMT+0000 (UTC),EchoBook,160,-180,3.5,-107,-3.5,-113,47.5,-110,-110,,,,,,
Sun Oct 07 2018 18:31:35 GMT+0000 (UTC),EchoBook,160,-180,3.5,-107,-3.5,-113,47.5,-110,-110,,,,,,
Sun Oct 07 2018 19:31:34 GMT+0000 (UTC),EchoBook,162,-182,3.5,-107,-3.5,-113,48.5,-107,-113,,,,,,
Mon Oct 01 2018 00:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 01:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 02:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 03:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 04:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 05:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 06:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 07:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 08:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 09:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 10:43:34 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 11:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 12:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
